site_id,osm_id,confidence,review,match
27214,148646768,0.8,1,citta
22882,412348536,0.73,1,citta
39504,367536575,0.67,1,citta
29767,44076451,0.87,1,citta
22878,168876332,1,0,citta
22883,273320289,0.87,1,citta
23095,181355203,1,0,paese
27442,136795949,1,0,citta
27504,153932594,1,0,citta
25329,172472955,0.8,1,paese
35839,34550483,0.83,1,paese
31387,11716900202,0.79,1,citta
23712,146693952,0.76,1,citta
24441,295166836,1,0,citta
24606,295037436,0.8,1,citta
25234,295186792,1,0,citta
25403,146782951,0.5,1,citta
36105,50677437,1,0,citta
36113,146782939,0.56,1,citta
23494,50677439,1,0,citta
29234,146694524,0.75,1,citta
36197,128231626,0.79,1,paese
39025,751177333,1,0,citta
24561,1426327012,0.69,1,citta
39350,112999129,1,0,paese
33584,7040795848,1,0,paese
25617,886590675,1,0,paese
40763,9328574317,0.8,1,paese
44135,383568908,1,0,citta
24120,3982520766,0.75,1,paese
32556,4020213395,1,0,paese
32096,3982523989,1,0,paese
24959,3982527941,0.82,1,paese
29904,379393808,1,0,paese
28183,3982520776,1,0,paese
37324,3982522843,0.77,1,paese
22275,3982520225,1,0,citta
22292,4985292534,1,0,paese
24002,360010114,1,0,paese
29396,726555737,0.78,1,paese
20469,1392854165,1,0,paese
28038,3982523369,1,0,paese
28772,3982524484,1,0,paese
19968,113598492,0.85,0,paese
35991,3982524332,1,0,paese
25245,378801818,1,0,paese
27816,380845118,0.86,0,paese
31733,277501857,1,0,paese
29014,3982527510,0.84,1,paese
24574,128156771,1,0,paese
19970,3982520775,0.76,1,paese
42968,479116054,1,0,paese
38730,675403679,0.52,1,citta
43674,675403679,0.55,1,citta
32107,2613949124,0.81,1,paese
33562,675403679,0.9,0,paese
32692,7223664185,1,0,paese
32150,47034940,1,0,paese
32151,124943782,0.65,1,citta
36692,124943782,0.63,1,citta
44146,1008817993,0.52,1,citta
23574,1008817993,0.56,1,citta
25630,373417705,0.55,1,citta
40753,1008817993,0.54,1,citta
23576,371399837,0.86,1,citta
23660,6188853097,0.55,1,citta
32807,536160462,1,0,paese
23694,404801905,0.83,1,paese
30797,379766533,0.7,1,citta
38512,619888701,0.63,1,citta
44011,12699131928,0.85,1,citta
23137,477165982,0.76,1,paese
30023,4085629606,0.89,1,citta
30022,4085629606,0.83,1,citta
19923,376653381,0.81,1,citta
20459,315547732,0.78,1,citta
26002,315073456,0.76,1,paese
22651,1207383911,1,0,paese
20314,1111618086,0.75,1,paese
24137,1459879678,0.79,1,citta
27021,84722634,0.86,0,paese
20895,3216704986,0.8,1,paese
36949,2214753695,0.5,1,citta
43515,4504998790,0.56,1,citta
33275,1374890691,0.5,1,citta
21480,1116685154,0.63,1,citta
20997,8415775912,0.52,1,citta
21499,13084945682,0.52,1,citta
26740,1369653284,1,0,paese
20295,701341678,0.55,1,citta
44309,2214753695,0.57,1,citta
20312,683653057,0.68,1,citta
39434,685755922,0.89,1,citta
22549,685729094,0.52,1,citta
20893,3216704986,0.82,1,paese
40266,1329407688,1,0,paese
20538,1770114478,1,0,paese
43838,1651829940,0.5,1,citta
20952,9652924212,1,0,citta
40547,1651829940,0.67,1,citta
43839,1651829940,0.5,1,citta
40554,1064947403,0.52,1,citta
39326,1349166221,0.55,1,citta
29298,5418328322,0.5,1,citta
26628,9264338845,0.65,1,citta
20892,200451667,0.76,1,paese
34097,528918578,0.74,1,citta
22766,1217880476,0.62,1,citta
20522,2447281809,1,0,paese
20296,89301584,0.89,0,paese
23830,315472966,1,0,paese
39789,1283722478,1,0,paese
32647,194850049,0.81,1,citta
23649,9235918816,0.53,1,citta
25303,381633931,0.8,1,citta
29742,1451396891,0.59,1,citta
20752,972667635,0.8,1,citta
22050,1453560653,0.79,1,citta
26897,644966389,1,0,citta
23896,627257362,1,0,citta
23897,381633941,1,0,citta
22049,381633937,0.65,1,citta
25036,3848333738,0.8,1,citta
26896,1451396891,1,0,citta
28250,1451378966,1,0,citta
22048,972667635,0.58,1,citta
33394,1116685154,0.57,1,citta
20524,918669812,0.75,1,paese
21047,346305360,1,0,paese
20221,4504998790,1,0,citta
36638,1283722478,0.57,1,citta
23901,3218373655,0.62,1,citta
26538,6171271985,0.82,1,citta
20282,6171271985,0.79,1,citta
20912,13084945682,0.55,1,citta
20313,6171271985,0.6,1,citta
29932,13084945682,0.63,1,citta
30771,1116595298,1,0,citta
29659,13570985801,0.5,1,citta
28844,689002612,1,0,citta
31677,1116685154,0.5,1,citta
21028,1369942046,0.67,1,citta
20947,9235918816,1,0,paese
26923,193197671,0.75,1,paese
20551,3848333738,1,0,paese
40156,5559239375,0.8,1,paese
40292,12299702359,1,0,paese
30131,194172376,0.85,1,paese
20894,3216704986,0.93,0,paese
26335,345753093,0.81,1,paese
23167,6303183430,0.75,1,paese
32078,8267853626,0.89,0,paese
37333,9230712317,1,0,paese
25662,3848333738,1,1,paese
20458,3118063685,0.86,1,citta
20480,248696810,0.67,1,citta
34449,1465759796,0.8,1,paese
20456,376660593,0.77,1,citta
22759,4091245544,1,0,citta
31221,4295021043,0.55,1,citta
20532,479679611,1,0,citta
20292,3216704986,0.72,1,citta
26412,3216704986,0.8,1,citta
20465,345753093,1,0,paese
20305,479671031,1,0,citta
37252,4091245602,1,0,citta
20457,4027318641,1,0,citta
31718,248696810,1,0,citta
20306,4142652189,0.82,1,paese
35734,1369942046,0.75,1,paese
