site_id,osm_id,confidence,review,match
27352,12006584835,1,0,citta
29416,513325733,1,0,citta
29415,412599855,1,0,paese
29422,1933156599,1,0,paese
29424,5750533065,1,0,paese
29426,119439014,1,0,paese
29412,4329680561,0.53,1,citta
31896,422236652,1,0,citta
42702,1272448196,0.82,1,paese
30443,1946551388,0.75,1,paese
33988,497799347,1,0,paese
31520,513998003,1,0,paese
37143,41744195,0.76,1,paese
42378,2276491994,1,0,paese
43220,4022874351,0.96,0,paese
42787,595862404,0.87,0,paese
31000,4370710810,1,0,paese
29977,2380050095,0.8,1,paese
22349,4948213508,1,0,paese
22347,815317685,1,0,paese
41965,12406443212,0.8,1,paese
35635,1075010046,0.6,1,citta
37791,1038913731,1,0,paese
37794,5749955688,0.79,1,paese
30019,369616293,0.91,0,citta
37197,4416161436,1,0,paese
42902,593846768,0.6,1,citta
30248,2380050919,0.78,1,paese
43371,711553404,1,0,paese
33878,2380050919,1,0,paese
24415,119772921,1,0,paese
27172,5748309720,0.5,1,citta
27485,104760635,0.67,1,citta
26714,120691324,0.5,1,citta
36976,154832862,0.62,1,citta
36454,421491608,0.83,1,paese
34345,48036305,0.5,1,citta
23475,104760635,0.62,1,citta
37178,104760635,0.52,1,citta
25418,662237523,1,0,paese
39470,122160075,1,0,citta
23476,442212875,1,0,citta
27154,4155390096,0.84,1,paese
40159,714792318,0.83,1,paese
29414,2400155117,0.52,1,citta
23477,104760635,1,0,citta
23478,48036305,0.51,1,citta
39724,7661145162,1,0,paese
24405,4240757098,1,0,paese
37250,9855156480,0.53,1,citta
38102,159695814,1,0,paese
24404,9816813279,1,0,paese
25521,4235065052,1,0,paese
25765,4240721689,1,0,paese
27459,2070967760,1,0,paese
33364,13196879701,0.76,1,paese
32156,7661247415,1,0,paese
32117,6979990241,1,0,paese
28402,566539858,0.74,1,citta
23824,505555489,1,0,citta
42629,7021841712,0.71,1,citta
42248,8264206351,1,0,citta
28438,944834006,0.5,1,citta
23474,356176999,0.79,1,paese
25817,4798690761,0.8,1,paese
38528,9763941312,1,0,paese
34224,450304795,1,0,paese
27637,4177460597,0.55,1,citta
22493,757372578,0.71,1,citta
30515,4178002025,0.86,1,citta
23816,4180128546,0.67,1,citta
37271,4180376153,0.87,1,citta
30749,2341955929,0.63,1,citta
31665,325053101,1,0,paese
37847,1092502721,0.83,1,citta
27784,7020946271,1,0,citta
30739,4210813499,1,0,citta
23084,2341970696,1,0,citta
37845,4421663699,0.57,1,citta
22404,594294972,0.64,1,citta
23821,4177813398,1,0,citta
30752,4267855108,0.71,1,citta
31989,4179922362,1,0,citta
31808,4180398897,0.64,1,citta
37368,4180489328,0.63,1,citta
31826,566843864,1,0,citta
24312,9797954268,0.8,1,citta
28444,7146826534,1,0,paese
24072,373775439,1,0,paese
23819,4247963604,1,0,paese
27643,441401456,0.83,1,paese
22372,757372578,0.8,1,paese
43614,1274553799,0.77,1,paese
22371,4178089091,1,0,paese
43045,539811812,1,0,paese
22370,260599903,1,0,paese
27624,260599911,1,0,paese
34522,4247960091,1,0,paese
23827,4247924397,0.83,1,paese
23820,4247913442,1,0,paese
23818,2339164691,1,0,paese
31988,4182484489,1,0,paese
36927,4177789838,1,0,paese
22369,539811812,1,1,paese
31765,4424776179,1,0,paese
42961,4361984078,0.75,1,paese
42972,6419931750,0.85,1,paese
22431,4180372389,0.8,1,paese
22492,2380051074,0.94,0,paese
41485,5444187409,1,0,paese
22350,2678338778,1,0,paese
33711,229508462,1,0,paese
25603,1655741411,1,0,paese
29736,2690662947,0.78,1,paese
41677,2483139849,1,0,paese
25330,2678339554,1,0,paese
42018,711553404,0.81,1,paese
39941,1229078926,0.8,1,paese
25502,6035086289,1,0,paese
30723,13715322130,0.59,1,citta
29790,605911145,0.87,0,paese
34152,605683040,0.75,1,paese
29789,4421468543,0.77,1,paese
43690,2380049618,0.81,1,paese
42627,6255570303,0.76,1,paese
32210,4409290589,0.8,1,paese
22352,132248361,1,0,paese
36509,5129897982,1,0,paese
22360,1821357995,1,0,paese
31643,269851460,0.88,0,paese
22355,132364752,1,0,paese
32067,2691106894,1,0,paese
22357,1707524660,1,0,paese
22361,986329119,1,0,paese
42514,13293994001,1,0,paese
30180,193314746,1,0,paese
22354,5129897982,1,1,paese
22353,132369070,1,0,paese
31991,5129897982,0.83,1,paese
37722,4014535246,1,0,paese
25602,593433260,0.69,1,citta
42631,6773771717,1,0,paese
42243,530157007,1,0,paese
37453,1094017902,0.92,0,paese
34380,9297829717,0.79,1,paese
28924,3500807393,1,0,paese
37792,1075010046,1,0,paese
32817,4412780928,1,0,paese
22356,3675805714,0.75,1,paese
22375,815317275,1,0,paese
23468,12570542955,1,0,paese
27231,4116261514,0.77,1,paese
30349,11768406185,0.88,0,paese
31990,5129897982,0.83,1,paese
29818,594294511,0.76,1,paese
44170,342725873,0.65,1,citta
36883,565209502,0.8,1,paese
36553,820489276,1,0,paese
29800,564188263,1,0,paese
43044,562965113,0.8,1,paese
32020,636081762,1,0,paese
22348,2686683925,1,0,paese
38113,4444963990,1,0,paese
29873,2257634218,1,0,paese
29887,11854245907,1,0,paese
38112,4791470089,1,0,paese
38263,5477959654,0.75,1,paese
32192,589235546,1,0,paese
36549,3495097793,1,0,citta
23823,4180116755,1,0,paese
42625,9814057350,1,0,paese
35977,9833036442,0.84,1,paese
40601,638040502,1,0,paese
42472,3333065396,1,0,paese
22359,989897211,0.78,1,paese
36598,11086723138,0.76,1,paese
23822,121551488,0.8,1,paese
22377,1085012349,0.91,0,paese
43050,499209228,0.75,1,paese
25501,598491172,1,0,paese
37997,7661559708,1,0,paese
38470,7661206930,1,0,paese
32824,2995762679,1,0,citta
39937,484553419,0.69,1,citta
32430,6720615179,0.69,1,citta
31726,704829269,0.5,1,citta
28445,3115740567,1,0,citta
22374,512374876,0.86,1,citta
27314,1753699198,0.67,1,citta
23086,4210817997,0.82,1,citta
42970,3227755722,0.5,1,citta
22373,6720230922,0.8,1,citta
29922,338317755,0.62,1,citta
22365,1036813135,1,0,paese
39572,512374852,0.54,1,citta
22366,790924553,1,0,citta
42231,4249755792,0.55,1,citta
33446,4177813398,0.78,1,paese
42030,9821664235,1,0,paese
33635,11674437504,0.75,1,citta
30470,1155737729,0.58,1,citta
42769,2024675832,0.51,1,citta
42029,11055547205,1,0,paese
31633,1652912717,0.59,1,citta
28646,2024675832,1,0,citta
37472,2024675832,0.52,1,citta
43813,12257325159,0.61,1,citta
35040,1065331395,1,0,paese
44211,200129431,0.56,1,citta
20733,200162154,1,0,paese
24027,200945992,0.62,1,citta
31594,10186028358,1,0,citta
43955,4382999297,0.71,1,citta
24030,10235618509,1,0,citta
29905,51722634,1,0,citta
24028,237096471,1,0,citta
27864,237096613,0.81,1,citta
41727,5503418671,0.67,1,citta
37724,625026079,1,0,paese
31590,583354820,1,0,paese
29190,4382999297,0.5,1,citta
20734,5503418671,0.67,1,citta
24032,1071752334,0.56,1,citta
27903,1071752334,0.91,0,citta
28396,93202258,0.96,0,paese
27979,330741818,1,0,paese
41207,9831771521,1,0,paese
27837,320578768,1,0,paese
24031,384899016,1,0,paese
35191,815233948,1,0,paese
39876,3506209279,1,0,citta
32641,1697853093,0.8,1,paese
39640,1228447997,0.65,1,citta
28352,1432179304,0.56,1,citta
29868,222638794,0.58,1,citta
30146,222638794,0.61,1,citta
41916,222638794,0.67,1,citta
32598,654466846,1,0,paese
37751,4961762102,0.78,1,paese
32455,343206645,0.8,1,paese
37349,526423202,0.62,1,citta
35583,3086081070,0.71,1,citta
41228,3086081070,0.67,1,citta
28953,203046433,0.53,1,citta
41083,5982107523,0.64,1,citta
39687,4450644891,0.5,1,citta
40962,4708486440,0.55,1,citta
39688,4708486440,0.52,1,citta
32444,6548894983,1,0,paese
39689,1442567569,0.92,0,citta
41259,13540638984,0.76,1,paese
41082,1442567569,0.52,1,citta
39644,786150261,0.64,1,citta
34839,812869664,0.75,1,paese
38959,338084370,0.8,1,citta
42004,10804243540,0.73,1,citta
40503,13947554717,0.53,1,citta
40772,11133798739,0.6,1,citta
32181,256613945,0.5,1,citta
40206,924675163,0.5,1,citta
42916,7006958859,1,0,paese
33957,7006958860,1,0,paese
41864,11334833352,0.53,1,citta
32597,6312753047,1,0,paese
39638,11235595970,1,0,paese
44161,329615315,0.78,1,paese
41331,583470800,0.54,1,citta
38332,1093363460,1,0,paese
32581,1106550923,1,0,paese
32591,11927834145,0.8,1,paese
29950,862688636,0.78,1,paese
41074,13027905968,1,0,paese
39664,587568983,1,0,citta
36989,12769331362,0.5,1,citta
42431,7923784018,1,0,paese
32452,260475300,0.76,1,paese
37458,430715740,0.83,1,paese
38339,4461543790,0.75,1,paese
41713,4396036303,1,0,paese
32573,10772469116,0.59,1,citta
28345,9659278272,0.75,1,citta
41492,5212843826,1,0,paese
26690,582347970,1,0,citta
40895,10802632623,0.69,1,citta
40588,158802528,0.53,1,citta
29853,1966230675,0.56,1,citta
39815,271779649,0.78,1,paese
35156,11391363739,0.77,1,paese
34975,6390712009,0.91,0,paese
30025,4500208591,0.94,0,paese
39465,543577148,0.79,1,paese
27054,7101178183,0.79,1,paese
39803,5806859954,0.8,1,citta
32630,240259582,0.8,1,citta
28978,1494149076,1,0,paese
43255,7636807894,1,0,paese
41986,539531518,0.56,1,citta
42778,6312802600,1,0,paese
28643,560684892,1,0,paese
32365,6511687832,1,0,paese
42642,4115229589,1,0,paese
37992,261303587,0.8,1,paese
43391,11927834145,0.8,1,paese
32638,2419912715,0.57,1,citta
32575,4628932780,0.75,1,paese
40708,1201561875,0.89,0,paese
25653,105022875,1,0,citta
24610,205732410,0.55,1,citta
42918,12319018989,0.55,1,citta
34465,205863184,0.61,1,citta
28931,13947554717,1,0,citta
25861,4694614790,0.82,1,paese
32357,158802528,0.75,1,paese
26905,5866323349,0.76,1,paese
26691,5743573170,0.83,1,paese
32563,786150261,0.64,1,citta
34216,5430633939,1,0,paese
27048,616199591,1,0,paese
32574,12769331362,0.63,1,citta
30145,241873797,0.63,1,citta
30052,12443461381,0.67,1,citta
28353,3086081070,0.67,1,citta
24605,1966230675,1,0,paese
32361,13253142701,0.85,1,paese
28348,13702814801,0.52,1,citta
28343,6894517508,0.56,1,citta
33850,3693616537,1,0,citta
43218,1367460965,0.69,1,citta
43940,158802528,0.5,1,citta
42445,3079576005,1,0,paese
27049,158802528,0.86,0,paese
43895,11204195237,0.56,1,citta
29948,11687549749,0.53,1,citta
32447,5606316921,1,0,paese
43752,1090730971,1,0,paese
38166,4500588995,1,0,paese
32685,334961669,0.75,1,paese
30557,1758059612,1,0,paese
25034,310339966,1,0,paese
33883,4546189763,1,0,paese
37260,454973165,0.89,0,paese
32175,169995059,0.77,1,paese
40581,51276020,1,0,citta
43485,10065200943,1,0,paese
39431,258126534,0.77,1,citta
40593,327568453,0.79,1,paese
32709,240909218,1,0,paese
39461,5101392660,1,0,paese
37529,369553955,1,0,paese
34392,36823763,0.81,1,paese
26847,269325411,1,0,paese
24025,548072424,1,0,paese
30783,838651737,1,0,paese
23808,353439661,1,0,citta
40952,282430681,1,0,paese
40959,5669010532,0.63,1,citta
40133,5669010532,1,0,citta
41163,1513619400,0.5,1,citta
33964,10284131927,0.73,1,citta
36455,443496405,1,0,citta
33401,11686374681,1,0,citta
33972,605117575,0.76,1,paese
35198,4661131060,0.65,1,citta
39772,524812840,0.86,1,citta
23360,5850705758,0.64,1,citta
34193,5850705758,0.9,0,citta
23926,23034610,0.64,1,citta
23933,5850705758,0.69,1,citta
44230,11584361945,0.72,1,citta
23930,773684751,0.72,1,citta
41590,11584361945,0.54,1,citta
31705,559755902,0.82,1,paese
38606,382889986,0.81,1,paese
33954,383815294,1,0,paese
40917,572165704,1,0,paese
37928,493370695,1,0,citta
33973,4781351283,0.59,1,citta
34329,494860688,1,0,citta
40900,1598668612,0.74,1,citta
34317,493178240,0.52,1,citta
26770,1126435734,0.56,1,citta
41140,495202995,1,0,citta
40857,2927388531,0.61,1,citta
41654,166435665,0.81,1,paese
40451,176115663,0.52,1,citta
23981,261193792,0.88,0,paese
27591,261196873,1,0,paese
23942,261196874,0.86,0,paese
33946,1425599576,1,0,paese
28010,371126342,1,0,citta
24165,10001550670,1,0,citta
41697,10032541317,1,0,paese
38546,4723902631,1,0,citta
38684,4723902631,0.59,1,citta
34148,657005921,1,0,paese
26981,4143836089,1,0,paese
33008,912732520,1,0,paese
23924,144479311,1,0,citta
39770,1009670596,0.65,1,citta
32815,283544355,1,0,paese
23922,7418865463,0.62,1,citta
37849,12300047101,1,0,paese
44154,367235289,0.54,1,citta
43631,7115600809,0.82,1,paese
25109,1018447960,1,0,paese
23361,2125623080,0.79,1,paese
27542,2125621281,1,0,paese
41164,4225663696,1,0,paese
33968,4601744191,1,0,citta
37620,5678658521,0.73,1,citta
28892,711959606,1,0,paese
23801,1977569479,1,0,paese
39945,550250118,1,0,paese
36407,308040645,1,0,paese
30247,211628036,1,0,paese
31572,436557606,0.61,1,citta
40918,5712803175,0.8,1,paese
31486,6401696917,1,0,citta
34111,12065953269,1,0,paese
43398,283727274,0.75,1,paese
34517,1427658425,0.95,0,paese
32202,324103891,1,0,paese
37274,7664125935,0.6,1,citta
31561,1132824805,0.82,1,paese
23805,2093561180,1,0,paese
23806,130856271,0.68,1,citta
23804,2094338937,0.68,1,citta
23803,139763704,0.76,1,citta
29994,2124957462,1,0,paese
30477,239075250,1,0,paese
23987,2079451363,0.75,1,paese
23802,838084808,0.8,1,paese
24740,5850705758,0.72,1,citta
36323,4619829502,0.7,1,citta
23920,4661131060,0.54,1,citta
23921,154354137,0.53,1,citta
40070,5792897372,0.55,1,citta
23359,28271266,1,0,citta
29182,4211714691,1,0,citta
36931,28271279,0.73,1,citta
31918,5850705758,0.75,1,citta
23742,995503922,1,0,citta
23925,367235289,1,0,paese
23928,773684751,0.83,1,citta
27018,8525992292,0.84,1,citta
40016,773684751,1,0,citta
23929,23034610,1,0,citta
23690,1239801237,0.5,1,citta
23741,11584361945,0.76,1,citta
23927,787651634,1,0,paese
23799,414646290,1,0,paese
23919,1267334713,1,0,paese
32238,272513745,1,0,paese
23809,232099227,1,0,paese
23807,263477301,0.8,1,paese
37035,4101989338,1,0,paese
33355,10597393386,0.78,1,paese
23796,9455755943,1,0,paese
23978,1803684833,1,0,paese
33207,4016595755,0.81,1,paese
23797,3442075850,0.81,1,paese
25841,1496009260,0.77,1,paese
23936,4197388105,1,0,paese
33349,11676732202,1,0,paese
40413,531703538,1,0,paese
24834,383041708,0.79,1,paese
37604,4238299192,1,0,paese
27243,4781351283,1,0,paese
23910,4842613622,1,0,paese
35216,11676731991,0.91,0,paese
23932,221195020,1,0,paese
23988,985025835,1,0,paese
25574,4661131060,0.87,0,paese
42069,524547585,1,0,paese
37330,337107534,0.8,1,paese
38220,261052872,1,0,paese
23941,816099544,0.85,1,paese
26350,13858003536,1,0,paese
23688,247177985,1,0,paese
34420,762492886,1,0,paese
36737,1089999648,1,0,paese
24444,1126435734,1,0,citta
43764,493178240,0.5,1,citta
34041,493370686,1,0,citta
40337,1701859892,1,0,paese
41572,658990848,1,0,citta
31510,590676641,1,0,citta
24952,1801296858,1,0,paese
24706,1080015893,0.86,0,paese
23934,1936235342,1,0,paese
24412,4235449893,0.84,1,paese
25605,299276334,1,0,paese
41435,4828398623,1,0,paese
25231,7209658160,1,0,paese
29025,9852338432,0.54,1,citta
40249,12477661643,0.68,1,citta
38713,5228528653,1,0,paese
40251,8526620343,1,0,citta
43856,9852338432,1,0,paese
37095,12477661643,0.76,1,paese
30887,4017175500,1,0,paese
22947,4017174827,1,0,paese
30893,2124124608,1,0,paese
42669,695557278,1,0,paese
42529,8293691867,1,0,paese
30982,4802569136,1,0,paese
33356,8982442103,0.89,0,paese
41360,12860284401,1,0,paese
32169,13520045994,1,0,paese
25343,441741074,1,0,paese
40812,12087145402,1,0,paese
26456,12416562701,0.76,1,paese
27458,6291024583,0.8,1,paese
40617,12416562701,0.82,1,paese
35459,484601897,1,0,paese
27456,19881893,1,0,paese
39276,8982442103,0.76,1,paese
40431,19882871,1,0,paese
40454,19882907,1,0,paese
41603,19881893,0.76,1,paese
36615,10588186533,1,0,paese
43496,19881893,0.56,1,citta
29023,19881893,0.52,1,citta
26680,9268048974,1,0,paese
32837,12087061012,1,0,paese
40137,8518032852,1,0,paese
24362,12416562701,1,0,paese
31540,274240559,1,0,paese
27095,12416533303,0.78,1,paese
31262,2149570348,0.75,1,paese
23443,13923790801,1,0,paese
23533,8515728825,1,0,paese
31260,11212357332,1,0,paese
37739,19881893,0.83,1,paese
27039,4455235191,1,0,paese
29490,3113001708,1,0,paese
34366,3645439797,1,0,paese
41142,8518289892,1,0,paese
41840,561725419,0.58,1,citta
26572,943246322,0.5,1,citta
35205,558561826,1,0,paese
28972,9267954497,0.61,1,citta
42890,7722402943,1,0,citta
41839,8310827621,1,0,paese
38591,8508729528,1,0,paese
35208,1656490102,1,0,paese
35219,1341029439,1,0,paese
41011,545413357,1,0,paese
41231,364363160,1,0,paese
41452,364363163,1,0,paese
29168,310927859,1,0,paese
24963,943246322,0.7,1,citta
38513,686048946,0.67,1,citta
40295,686048946,0.59,1,citta
43078,917675504,1,0,paese
35759,487905331,1,0,paese
30840,3132751539,0.91,0,paese
41198,2853175123,1,0,paese
29257,2443571292,1,0,paese
34408,643501901,1,0,paese
23528,2919879187,0.76,1,paese
36625,3276727415,1,0,paese
43609,238431325,0.8,1,paese
40956,238431325,0.82,1,paese
40132,686048946,0.67,1,citta
36626,471327865,1,0,citta
22473,686048946,0.67,1,citta
31711,1325600093,0.76,1,paese
27052,336213422,1,0,citta
35918,4640566299,1,0,paese
26318,1115603147,1,0,paese
43966,11860405290,0.9,0,paese
39851,4414434289,0.84,1,paese
27170,421734176,1,0,paese
25780,35896442,0.57,1,citta
33396,1325600093,1,0,paese
37964,462259435,0.83,1,paese
33408,326042959,1,0,paese
29400,211472240,1,0,paese
37972,491745518,1,0,paese
30980,3716287153,1,0,paese
24757,5654339727,1,0,paese
27394,6238042450,0.76,1,paese
25779,462259435,0.8,1,paese
37495,5135305798,1,0,citta
39329,3467541313,1,0,citta
28880,822489064,1,0,paese
38126,10202818806,1,0,paese
31736,262518106,1,0,paese
32154,5239284127,1,0,paese
32261,31781456,0.5,1,citta
30183,1812433621,0.95,0,paese
41408,4624447414,0.77,1,paese
41646,1163510005,1,0,paese
39363,407086568,1,0,paese
41293,7215453155,1,0,paese
34697,502227372,0.89,0,paese
41717,512102499,0.83,1,paese
40988,3176237568,1,0,paese
34112,13506762000,1,0,paese
40890,5662026722,0.81,1,paese
32689,241744863,1,0,paese
36897,1913974799,1,0,paese
40687,13288275347,0.73,1,citta
31473,2126304383,1,0,paese
41363,194682434,0.78,1,paese
40902,288264830,1,0,paese
36892,1758102357,0.9,0,paese
41355,1422416606,1,0,paese
41384,11064208907,1,0,paese
40901,643765926,1,0,paese
41235,10584973405,1,0,paese
40982,8856337151,1,0,paese
33473,1373887101,1,0,paese
40876,425723397,1,0,paese
40781,4128581613,0.77,1,paese
40955,1739454597,1,0,paese
39882,1135715618,1,0,paese
40882,10685241920,0.86,0,paese
41945,4727000390,0.96,0,paese
40737,772646525,1,0,paese
40878,5644729471,0.5,1,citta
41144,190905883,0.58,1,citta
41226,185812183,1,0,citta
32292,170419124,1,0,citta
32290,435596173,0.59,1,citta
40883,185741546,1,0,citta
36226,384843708,0.67,1,citta
37915,320760181,0.81,1,citta
32142,1255248842,0.52,1,citta
38164,530432243,1,0,paese
40782,2106848875,0.5,1,citta
41211,5762666170,1,0,paese
41753,459908670,1,0,paese
37133,223943292,0.86,0,paese
40860,292210116,0.79,1,paese
32180,502111554,0.88,0,paese
41925,7987839260,1,0,citta
34789,485024707,0.79,1,paese
31618,6082675729,0.65,1,citta
37106,6082675729,1,0,citta
40302,767600376,1,0,paese
39871,8635856524,1,0,paese
44258,10186037466,1,0,paese
41046,491695005,1,0,citta
39367,878933437,1,0,citta
40698,7987839260,0.74,1,citta
43731,1041360204,1,0,paese
44233,10564870940,1,0,citta
38709,7161285151,1,0,paese
28567,156194992,1,0,citta
32247,246916289,0.8,1,paese
40784,12020602371,0.77,1,paese
34044,701928257,1,0,paese
37550,4857593302,0.5,1,citta
40879,1415650406,1,0,paese
40858,242599983,1,0,paese
34116,3015681472,1,0,paese
32333,726021314,1,0,paese
34015,1727917076,1,0,paese
43188,1378996124,1,0,paese
26885,13354855099,1,0,paese
43375,275707514,1,0,citta
37519,10728974205,0.82,1,paese
34145,1906552990,0.92,0,paese
32436,4813212421,1,0,paese
38379,10598224705,1,0,paese
27373,31781015,0.88,0,paese
32190,32455417,1,0,paese
32712,31737460,1,0,paese
32109,31846913,1,0,paese
32114,31780509,1,0,paese
33598,4271564090,1,0,paese
32670,2311404983,1,0,paese
33697,10598224705,1,1,paese
27507,31781447,0.91,0,paese
27884,31780061,0.55,1,citta
25571,31781014,1,0,paese
32262,31929680,1,0,paese
38808,31781033,0.76,1,paese
32722,31781027,0.75,1,paese
25570,31780531,0.76,1,paese
33576,31780053,1,0,paese
27260,31950804,1,0,paese
38878,938273374,1,0,paese
24753,208507295,0.86,1,citta
30900,99447722,1,0,paese
32426,2126483318,1,0,citta
32609,3419018796,1,0,paese
32687,2146238382,1,0,paese
32614,3779640868,1,0,paese
33254,286780488,1,0,paese
32669,151317453,1,0,paese
43185,2620279590,1,0,citta
42265,231110250,1,0,citta
34794,32428159,1,0,paese
42268,701810287,0.71,1,citta
33793,1342642461,1,0,paese
32688,3399252509,1,0,paese
26607,1206499368,0.9,0,paese
42126,354253675,1,0,paese
43727,4574501589,1,0,paese
33171,925942434,1,0,paese
30499,1474886272,1,0,paese
28087,2328889080,1,0,paese
30466,334271531,1,0,paese
24972,574648760,0.65,1,citta
32402,1692904123,1,0,paese
40356,7661966087,1,0,citta
43494,438048265,1,0,paese
40774,664964514,0.75,1,paese
30802,31929696,0.77,1,paese
43187,406343465,1,0,paese
42252,2674810807,0.89,0,paese
42635,371844341,1,0,paese
32484,249504367,1,0,paese
32748,2434729417,0.82,1,paese
43639,65600745,1,0,paese
42973,11264647469,1,0,paese
27831,246097598,1,0,paese
32070,334800157,1,0,paese
34054,245853896,0.82,1,paese
27829,192089327,0.79,1,paese
42974,10576868341,0.8,1,paese
42906,2153785170,1,0,paese
42975,12021367815,1,0,paese
43249,12715915201,1,0,paese
42634,2659020998,0.8,1,citta
42254,679160273,1,0,paese
43202,5211511723,1,0,paese
43633,4548691989,1,0,paese
40906,3253198282,0.76,1,paese
41143,185774294,1,0,citta
42269,3707453718,1,0,paese
29980,153977745,1,0,paese
44065,1035338280,0.94,0,paese
28185,156242202,1,0,paese
37105,3796931503,1,0,citta
44312,13741077084,1,0,paese
24534,158470146,0.83,1,paese
30506,166518855,1,0,citta
23357,4021732117,0.61,1,citta
29908,158470159,1,0,citta
39468,7022059812,1,0,paese
29004,153989035,1,0,citta
23358,156211627,0.86,1,citta
39496,156211627,0.67,1,citta
24388,4302905384,1,0,citta
23944,4302905385,1,0,citta
23725,4302905930,1,0,citta
41583,11886834461,0.8,1,citta
23726,44414534,0.7,1,citta
23957,320467194,1,0,citta
31669,4302905928,1,0,citta
41316,393100847,0.6,1,citta
42164,8187577648,1,0,citta
23729,736622245,0.67,1,citta
23945,4302903888,0.69,1,citta
41317,4302905876,0.82,1,citta
26496,4302905385,0.74,1,citta
23946,4302906010,0.77,1,citta
23727,4302906019,1,0,citta
23948,45107965,1,0,citta
28168,171984330,1,0,citta
23947,44414534,0.73,1,citta
37323,9887509282,1,0,citta
38093,1184235470,0.86,0,paese
37943,1183963804,0.8,1,paese
37435,2510472311,0.84,1,paese
37437,311704010,0.82,1,paese
32066,500362301,1,0,paese
40195,368952882,0.8,1,paese
29851,3785255114,1,0,paese
41605,13935543101,1,0,paese
37467,7555219831,1,0,paese
37465,368954037,1,0,paese
39745,1472677420,1,0,paese
43257,12135113001,1,0,paese
44225,142674799,0.76,1,paese
28106,4420520858,1,0,paese
32006,267944758,1,0,paese
24966,2286441681,1,0,paese
33929,1160890445,0.67,1,citta
33421,3081633913,0.54,1,citta
39325,4025970935,1,0,paese
30510,3249062427,1,0,citta
42160,7674149031,1,0,citta
39840,879803345,1,0,citta
39415,821891423,1,0,citta
31604,3285611873,1,0,paese
44217,8588656122,0.58,1,citta
38688,3130689169,0.67,1,citta
39714,2195246166,0.56,1,citta
41429,540507455,1,0,paese
39657,5142256604,1,0,citta
25073,449310378,1,0,paese
43305,3669584633,1,0,paese
43508,3276843503,1,0,paese
28833,4513519118,0.65,1,citta
32832,327761165,0.55,1,citta
24722,327761165,0.86,1,citta
25927,128600914,1,0,citta
22563,300950810,1,0,citta
22562,253144768,0.81,1,citta
36721,300950810,0.84,1,citta
22557,1430312630,1,0,paese
28214,319064412,0.75,1,paese
22555,196803230,1,0,citta
27051,105734020,1,0,citta
33858,398161959,0.56,1,citta
22561,341944267,1,0,citta
25791,1021604760,1,0,paese
24967,4919036835,0.57,1,citta
24890,3242377927,1,0,paese
37983,1446469615,1,0,paese
38327,1055588979,1,0,paese
28690,3247442139,1,0,citta
42766,1151952117,1,0,citta
39270,12365298243,0.81,1,paese
36483,3268522721,1,0,paese
28653,917949529,0.75,1,paese
23757,6454125800,0.56,1,citta
22556,1164676569,1,0,paese
28832,1164014211,1,0,citta
22560,1835104725,1,0,paese
28689,4025916240,1,0,paese
42888,4461426576,0.69,1,citta
37190,549927003,1,0,citta
22559,1836144179,1,0,paese
43634,4825208435,0.76,1,paese
37687,4058118093,1,0,paese
22667,258337394,1,0,citta
42665,3385743325,0.62,1,citta
25928,2201069304,1,0,paese
29315,3717853220,1,0,paese
29314,223398855,1,0,citta
42450,3130950040,0.52,1,citta
24719,1472450645,1,0,citta
32295,1039251099,1,0,paese
23241,377813797,0.8,1,paese
33982,4516650287,1,0,citta
26455,343956707,0.88,0,paese
28831,2018484337,0.86,0,paese
37446,4761318925,1,0,citta
43291,1723384504,1,0,paese
43296,603247191,1,0,paese
23702,940247814,1,0,citta
29167,363859944,1,0,paese
24891,208540750,1,0,citta
33445,2577306690,1,0,paese
36912,538492475,1,0,paese
40455,10970051742,0.78,1,paese
40828,4370542690,1,0,paese
34318,4338409389,1,0,paese
40813,76510931,0.79,1,paese
33874,7118879292,0.8,1,paese
24229,25829599,1,0,paese
24363,7791651369,1,0,paese
23061,32004866,1,0,paese
40831,6051103586,1,0,paese
39736,5302477234,1,0,paese
24723,25829350,0.81,1,paese
39922,1017142605,1,0,paese
34423,121462568,1,0,paese
34264,204458636,1,0,paese
34207,3910755851,1,0,citta
40419,9966963750,0.58,1,citta
41612,4339431894,0.59,1,citta
41236,3803713497,1,0,paese
41613,421125374,1,0,citta
40234,3152478062,0.71,1,citta
41927,666012662,0.53,1,citta
40840,334800639,0.77,1,citta
34265,623154486,0.73,1,citta
43787,1420846443,0.82,1,citta
34386,87721772,0.73,1,citta
33955,11513223155,0.61,1,citta
34630,391038248,0.55,1,citta
41092,444091653,0.62,1,citta
26227,5177537221,1,0,paese
34332,9300397185,1,0,citta
41212,764237694,1,0,paese
39764,2331747213,1,0,paese
41191,6801385354,1,0,paese
41174,2147432622,0.8,1,paese
33967,4009706746,0.73,1,citta
30358,1197567959,1,0,paese
35710,321949715,0.81,1,paese
40792,1210263316,1,0,paese
24539,7765348504,0.8,1,paese
25438,312722486,1,0,paese
24713,623891673,1,0,paese
44045,13099491868,0.57,1,citta
40586,187764137,0.67,1,citta
41286,1197837438,0.59,1,citta
39612,284963776,0.5,1,citta
41309,13099491868,0.5,1,citta
39575,5648699244,0.52,1,citta
31649,284816312,1,0,paese
39554,12312929081,1,0,paese
40077,1200656582,1,0,paese
36450,11910186125,1,0,paese
